Recording,Timestamp,Duration,Speakers,Text,Tags,Comments,Reels,Category
2024-07-16_p06_lego_with_audio.mp4,00:04:45,00:00:01,,,"lip movement, lip purse",,,LIP MOVEMENT
2024-07-16_p06_lego_with_audio.mp4,00:04:29,00:00:01,,,lip movement,,,LIP MOVEMENT
2024-07-16_p06_lego_with_audio.mp4,00:04:12,00:00:01,,,"lip corner raise, lip movement",,,LIP MOVEMENT
2024-07-16_p06_lego_with_audio.mp4,00:04:09,00:00:01,,,lip movement,,,LIP MOVEMENT
2024-07-16_p06_lego_with_audio.mp4,00:04:04,00:00:01,,,lip movement,,,LIP MOVEMENT
2024-07-16_p06_lego_with_audio.mp4,00:03:50,00:00:01,,,lip movement,,,LIP MOVEMENT
2024-07-16_p06_lego_with_audio.mp4,00:03:29,00:00:01,,,lip movement,,,LIP MOVEMENT
2024-07-16_p06_lego_with_audio.mp4,00:03:27,00:00:01,,,lip movement,,,LIP MOVEMENT
2024-07-16_p06_lego_with_audio.mp4,00:02:04,00:00:01,,,lip movement,,,LIP MOVEMENT
2024-07-16_p06_lego_with_audio.mp4,00:01:59,00:00:01,,,lip corner raise,,,LIP MOVEMENT
2024-07-16_p06_lego_with_audio.mp4,00:01:46,00:00:01,,,lip movement,,,LIP MOVEMENT
2024-07-18_p09_knot_with_audio.mp4,00:08:35,00:00:03,,,"flip back, touching forehead",,,"GESTURE (hand, head movement)"
2024-07-18_p09_knot_with_audio.mp4,00:08:15,00:00:05,,,flip back,,,OTHER
2024-07-18_p09_knot_with_audio.mp4,00:08:03,00:00:02,,,give up,,,"GESTURE (hand, head movement)"
2024-07-18_p09_knot_with_audio.mp4,00:07:59,00:00:03,,,laugh,,,EMOTION EXPRESSION
2024-07-18_p09_knot_with_audio.mp4,00:07:56,00:00:02,,,smile,,,"GESTURE (hand, head movement)"
2024-07-18_p09_knot_with_audio.mp4,00:07:36,00:00:02,,,lean back,,,CHIN MOVEMENT
2024-07-18_p09_knot_with_audio.mp4,00:07:15,00:00:02,,,lean back,,,CHIN MOVEMENT
2024-07-18_p09_knot_with_audio.mp4,00:07:06,00:00:02,,,lift head,,,"GESTURE (hand, head movement)"
2024-07-18_p09_knot_with_audio.mp4,00:07:03,00:00:02,,,chin tuck,,,CHIN MOVEMENT
2024-07-18_p09_knot_with_audio.mp4,00:06:53,00:00:02,,,face scratch,,,FACE FIDGETING
2024-07-18_p09_knot_with_audio.mp4,00:06:23,00:00:02,,,furrowed brows,,,FACE FIDGETING
2024-07-18_p09_knot_with_audio.mp4,00:05:43,00:00:02,,,smile,,,"GESTURE (hand, head movement)"
2024-07-18_p09_knot_with_audio.mp4,00:05:16,00:00:02,,,lean forward,,,GENERAL POSTURE
2024-07-18_p09_knot_with_audio.mp4,00:04:30,00:00:02,,,lip purse,,,LIP MOVEMENT
2024-07-18_p09_knot_with_audio.mp4,00:04:12,00:00:02,,,sit back,,,GENERAL POSTURE
2024-07-18_p09_knot_with_audio.mp4,00:04:05,00:00:04,,,laugh,,,EMOTION EXPRESSION
2024-07-18_p09_knot_with_audio.mp4,00:03:05,00:00:02,,,furrowed brows,,,FACE FIDGETING
2024-07-18_p09_knot_with_audio.mp4,00:03:02,00:00:02,,,"drop shoulder, frown, audible sigh, flip back",,,EMOTION EXPRESSION
2024-07-18_p09_knot_with_audio.mp4,00:02:49,00:00:02,,,flip back,,,OTHER
2024-07-18_p09_knot_with_audio.mp4,00:02:07,00:00:01,,,starts resting head on hand,,,"GESTURE (hand, head movement)"
2024-07-18_p09_knot_with_audio.mp4,00:02:05,00:00:02,,,touching nose,,,"GESTURE (hand, head movement)"
2024-07-18_p09_knot_with_audio.mp4,00:01:25,00:00:02,,,furrowed brows,,,FACE FIDGETING
2024-07-18_p09_knot_with_audio.mp4,00:01:06,00:00:04,,,flip forward,,,MOMENTARY RESET
2024-07-18_p09_knot_with_audio.mp4,00:00:54,00:00:02,,,"nose scratch, lip purse",,,FACE FIDGETING
2024-07-18_p09_knot_with_audio.mp4,00:00:12,00:00:23,,,flip forward,,,MOMENTARY RESET
2024-07-18_p09_origami_with_audio.mp4,00:08:12,00:00:04,Speaker 1,on this one.,give up,,,"GESTURE (hand, head movement)"
2024-07-18_p09_origami_with_audio.mp4,00:08:03,00:00:02,,,lean back,,,CHIN MOVEMENT
2024-07-18_p09_origami_with_audio.mp4,00:07:00,00:00:02,,,smile,,,"GESTURE (hand, head movement)"
2024-07-18_p09_origami_with_audio.mp4,00:06:19,00:00:02,,,"touching forehead, lean forward",,,"GESTURE (hand, head movement)"
2024-07-18_p09_origami_with_audio.mp4,00:06:12,00:00:02,,,lean forward,,,GENERAL POSTURE
2024-07-18_p09_origami_with_audio.mp4,00:05:35,00:00:02,,,chin forward,,,CHIN MOVEMENT
2024-07-18_p09_origami_with_audio.mp4,00:05:27,00:00:02,,,chin forward,,,CHIN MOVEMENT
2024-07-18_p09_origami_with_audio.mp4,00:04:50,00:00:02,,,chin forward,,,CHIN MOVEMENT
2024-07-18_p09_origami_with_audio.mp4,00:04:56,00:00:02,,,chin forward,,,CHIN MOVEMENT
2024-07-18_p09_origami_with_audio.mp4,00:04:35,00:00:03,,,lean back,,,CHIN MOVEMENT
2024-07-18_p09_origami_with_audio.mp4,00:04:30,00:00:03,,,head bow,,,"GESTURE (hand, head movement)"
2024-07-18_p09_origami_with_audio.mp4,00:04:23,00:00:03,,,head bow,,,"GESTURE (hand, head movement)"
2024-07-18_p09_origami_with_audio.mp4,00:03:57,00:00:03,,,lean back,,,CHIN MOVEMENT
2024-07-18_p09_origami_with_audio.mp4,00:03:42,00:00:03,,,lean back,,,CHIN MOVEMENT
2024-07-18_p09_origami_with_audio.mp4,00:03:32,00:00:01,,,head bow,,,"GESTURE (hand, head movement)"
2024-07-18_p09_origami_with_audio.mp4,00:03:27,00:00:02,,,"furrowed brows, starts resting head on hand, lean forward",,,"GESTURE (hand, head movement)"
2024-07-18_p09_origami_with_audio.mp4,00:02:58,00:00:01,,,flip back,,,OTHER
2024-07-18_p09_origami_with_audio.mp4,00:02:50,00:00:02,,,lean forward,,,GENERAL POSTURE
2024-07-18_p09_origami_with_audio.mp4,00:02:37,00:00:02,,,head bow,,,"GESTURE (hand, head movement)"
2024-07-18_p09_origami_with_audio.mp4,00:02:36,00:00:01,,,flip forward,,,MOMENTARY RESET
2024-07-18_p09_origami_with_audio.mp4,00:02:32,00:00:02,,,head bow,,,"GESTURE (hand, head movement)"
2024-07-18_p09_origami_with_audio.mp4,00:02:14,00:00:02,,,lift head,,,"GESTURE (hand, head movement)"
2024-07-18_p09_origami_with_audio.mp4,00:01:57,00:00:03,,,no movement,,,OTHER
2024-07-18_p09_origami_with_audio.mp4,00:02:01,00:00:02,,,nose scratch,,,FACE FIDGETING
2024-07-18_p09_origami_with_audio.mp4,00:01:44,00:00:02,,,flip back,,,OTHER
2024-07-18_p09_origami_with_audio.mp4,00:01:40,00:00:01,,,head shake,,,"GESTURE (hand, head movement)"
2024-07-18_p09_origami_with_audio.mp4,00:01:34,00:00:02,,,flip forward,,,MOMENTARY RESET
2024-07-18_p09_origami_with_audio.mp4,00:01:33,00:00:01,,,head bow,,,"GESTURE (hand, head movement)"
2024-07-18_p09_origami_with_audio.mp4,00:01:26,00:00:03,,,flip forward,,,MOMENTARY RESET
2024-07-18_p09_origami_with_audio.mp4,00:01:23,00:00:02,,,flip back,,,OTHER
2024-07-18_p09_origami_with_audio.mp4,00:01:22,00:00:02,,,squint,,,FACE FIDGETING
2024-07-18_p09_origami_with_audio.mp4,00:01:21,00:00:02,,,audible sigh,,,EMOTION EXPRESSION
2024-07-18_p09_origami_with_audio.mp4,00:00:16,00:00:02,,,"squint, lean forward",,,FACE FIDGETING
2024-07-18_p09_rushhour_with_audio.mp4,00:09:32,00:00:06,,,aimless movement,,,OTHER
2024-07-18_p09_rushhour_with_audio.mp4,00:09:41,00:00:03,,,head scratch,,,"GESTURE (hand, head movement)"
2024-07-18_p09_rushhour_with_audio.mp4,00:08:47,00:00:03,,,no movement,,,OTHER
2024-07-18_p09_rushhour_with_audio.mp4,00:08:55,00:00:03,,,posture reset,,,OTHER
2024-07-18_p09_rushhour_with_audio.mp4,00:08:29,00:00:02,,,no movement,,,OTHER
2024-07-18_p09_rushhour_with_audio.mp4,00:08:25,00:00:03,,,posture reset,,,OTHER
